Name;Platform;Year_of_Release;Genre;Publisher;NA_Sales;EU_Sales;JP_Sales;Other_Sales;Global_Sales;Critic_Score;Critic_Count;User_Score;User_Count;Rating
Jump Super Stars;DS;2005;Fighting;Nintendo;0;0;0.55;0;0.55; ; ; ; ;
Star Wars Battlefront (2015);PC;2015;Shooter;Electronic Arts;0.13;0.38;0;0.04;0.55; ; ; ; ;
The Activision Decathlon;2600;1982;Sports;Activision;0.52;0.03;0;0.01;0.55; ; ; ; ;
Simple 1500 Series Vol. 73: The Invaders ~Space Invaders 1500~;PS;2001;Shooter;D3Publisher;0.31;0.21;0;0.04;0.55; ; ; ; ;
Fighting Force 2;PS;1999;Action;Eidos Interactive;0.31;0.21;0;0.04;0.55; ; ; ; ;
Catz;DS;2006;Simulation;Ubisoft;0.49;0.02;0;0.04;0.55; ; ;5.3;16;E
Ratchet & Clank: Quest for Booty;PS3;2008;Platform;Sony Computer Entertainment;0;0.52;0;0.04;0.55; ; ; ; ;
Sakura Wars;SAT;1996;Adventure;Sega;0;0;0.55;0;0.55; ; ; ; ;
Extermination;PS2;2001;Action;Sony Computer Entertainment;0.21;0.16;0.12;0.05;0.55;67;19;7.8;19;M
Batman: Vengeance;PS2;2001;Adventure;Ubisoft;0.27;0.21;0;0.07;0.55;68;19;6.7;12;T
Derby Stallion 04;PS2;2004;Sports;Enterbrain;0;0;0.55;0;0.55; ; ; ; ;
Rapala Tournament Fishing!;Wii;2006;Sports;Activision;0.51;0;0;0.04;0.55; ; ; ; ;
Tony Hawks Pro Skater 3;X;2002;Sports;Activision;0.34;0.18;0;0.02;0.55;93;22;8.4;17;T
Mega Man Zero;GBA;2002;Platform;Capcom;0.22;0.08;0.24;0.01;0.55;82;17;8.9;31;E
Contender 2;PS;2000;Fighting;3DO;0.31;0.21;0;0.04;0.55; ; ; ; ;T
Star Wars: Dark Forces;PS;1996;Shooter;LucasArts;0.31;0.21;0;0.04;0.55; ; ; ; ;
The Amazing Spider-Man 2 (2014);PS4;2014;Action;Activision;0.2;0.25;0.02;0.09;0.55; ; ; ; ;
NBA 2K8;PS3;2007;Sports;Take-Two Interactive;0.5;0.01;0;0.05;0.55;81;18;6.8;19;E
Rayman Origins;Wii;2011;Platform;Ubisoft;0.21;0.27;0;0.06;0.55;92;13;8.3;129;E10+
SD Gundam G Generation Zero;PS;1999;Strategy;Namco Bandai Games;0;0;0.51;0.04;0.55; ; ; ; ;
MX vs. ATV: Alive;X360;2011;Racing;THQ;0.37;0.13;0;0.04;0.55;63;43;7.2;24;E
Purr Pals;DS;2007;Simulation;THQ;0.18;0.35;0;0.02;0.55;67;4;6.8;6;E
Super Robot Taisen F;SAT;1997;Strategy;Banpresto;0;0;0.55;0;0.55; ; ; ; ;
Shrek 2;X;2004;Platform;Activision;0.4;0.13;0;0.02;0.55;72;31;8.4;5;E
Assassins Creed II;PC;2010;Action;Ubisoft;0.01;0.45;0;0.09;0.55;86;22;6.9;1625;M
Soccer Tsuku 2002: J-League Pro Soccer Club o Tsukurou!;PS2;2002;Sports;Sega;0;0;0.55;0;0.55; ; ; ; ;
Secret Agent Clank(US sales);PSP;2008;Platform;Sony Computer Entertainment;0.33;0.22;0;0;0.55; ; ; ; ;
SpongeBob SquarePants: SuperSponge;GBA;2001;Action;THQ;0.39;0.15;0;0.01;0.55; ; ; ; ;
Super Robot Taisen F Kanketsuhen;SAT;1998;Strategy;Banpresto;0;0;0.55;0;0.55; ; ; ; ;
Madagascar: Escape 2 Africa;Wii;2008;Action;Activision;0.31;0.18;0;0.05;0.55; ; ; ; ;
Tak and the Power of Juju;GBA;2003;Platform;THQ;0.39;0.15;0;0.01;0.55;79;28;8.3;21;E
Lips: Number One Hits;X360;2009;Misc;Microsoft Game Studios;0.15;0.34;0;0.06;0.55;70;22;7.6;7;T
Mortal Kombat 3;PS;1995;Fighting;Sony Computer Entertainment;0.29;0.2;0.02;0.04;0.55; ; ; ; ;
Grease;Wii;2010;Misc;505 Games;0.26;0.24;0;0.05;0.55; ; ; ; ;
Turok: Evolution;X;2002;Shooter;Acclaim Entertainment;0.39;0.14;0;0.02;0.55;68;25;6.7;9;M
Jak X: Combat Racing;PS2;2005;Racing;Sony Computer Entertainment;0.45;0.02;0;0.07;0.55;76;46;7.7;63;T
Donkey Kong Jungle Climber;DS;2007;Platform;Nintendo;0.25;0.03;0.24;0.03;0.55; ; ; ; ;
American Idol;PS2;2003;Misc;Codemasters;0.27;0.21;0;0.07;0.55;41;14;4.8;12;E
Top Gun: Fire at Will!;PS;1996;Misc;Microprose;0.3;0.21;0;0.04;0.55; ; ; ; ;
Barbie Horse Adventures: Riding Camp;DS;2008;Sports;Activision;0.5;0;0;0.04;0.55; ; ; ; ;E
Red Dead Revolver;X;2004;Shooter;Take-Two Interactive;0.4;0.12;0;0.02;0.55;74;61;8.5;27;M
Tony Hawk: Shred;Wii;2010;Sports;Activision;0.4;0.11;0;0.04;0.55; ; ;7;7;E
CrossworDS;DS;2008;Puzzle;Deep Silver;0.5;0;0;0.04;0.55;67;19;6.8;6;E
Viva Pinata: Pocket Paradise;DS;2008;Simulation;THQ;0.26;0.23;0;0.06;0.55;82;34;7.1;15;E
Petz Catz Clan;DS;2008;Simulation;Ubisoft;0.47;0.03;0;0.04;0.55; ; ; ; ;E
ZhuZhu Pets 2: Featuring The Wild Bunch;DS;2010;Simulation;Activision;0.4;0.1;0;0.04;0.55; ; ; ; ;E
Sly Cooper: Thieves in Time;PS3;2013;Platform;Sony Computer Entertainment Europe;0.35;0.12;0;0.08;0.54;75;69;8.3;343;E10+
Kirby and the Rainbow Curse;WiiU;2015;Platform;Nintendo;0.25;0.14;0.13;0.04;0.54;73;72;8;228;E
Spec Ops: The Line;PS3;2012;Shooter;Take-Two Interactive;0.19;0.23;0.04;0.08;0.54;77;27;8;351;M
Iron Man;PS2;2008;Action;Sega;0.36;0;0;0.19;0.54;47;8;5.6;15;T
SingStar Summer Party;PS2;2008;Misc;Sony Computer Entertainment;0;0.06;0;0.48;0.54; ; ; ; ;
F1 2013;PS3;2013;Racing;Codemasters;0.01;0.42;0.03;0.09;0.54;77;22;6.3;41;E
The SpongeBob SquarePants Movie;X;2004;Platform;THQ;0.4;0.12;0;0.02;0.54;74;14;8.5;8;E
NHL 14;PS3;2013;Sports;Electronic Arts;0.28;0.17;0;0.09;0.54;80;22;6;79;E10+
FIFA Soccer 07;X;2006;Sports;Electronic Arts;0.16;0.35;0;0.04;0.54; ; ; ; ;
Gekikuukan Pro Yakyuu: At the End of the Century 1999;PS2;2000;Sports;SquareSoft;0;0;0.54;0;0.54; ; ; ; ;
Legends of WrestleMania;PS3;2009;Fighting;THQ;0.3;0.16;0;0.07;0.54;70;43;6.5;19;T
Tiger Woods PGA Tour 08;X360;2007;Sports;Electronic Arts;0.49;0.02;0;0.04;0.54;80;45;7.8;26;E
Are You Smarter than a 5th Grader? Make the Grade;Wii;2008;Misc;THQ;0.5;0;0;0.04;0.54; ; ; ; ;E
Medarot 2: Kabuto / Kuwagata Version;G;1999;Role-Playing;Imagineer;0;0;0.54;0;0.54; ; ; ; ;
Rock Band 4;XOne;2015;Misc;Harmonix Music Systems;0.44;0.04;0;0.06;0.54;79;27;6.4;54;T
Dance Dance Revolution Ultramix;X;2003;Simulation;Konami Digital Entertainment;0.42;0.11;0;0.02;0.54;82;24;8.8;10;E
Crash Tag Team Racing;PS2;2005;Racing;Vivendi Games;0.27;0.21;0;0.07;0.54;66;21;7;50;E10+
Front Mission 4;PS2;2003;Strategy;Square Enix;0.14;0.11;0.25;0.04;0.54;75;39;8.6;22;T
Rayman Origins;PSV;2012;Platform;Ubisoft;0.12;0.33;0;0.09;0.54;88;54;8.4;300;E10+
The Fairly Odd Parents: Breakin Da Rules;GBA;2003;Platform;THQ;0.39;0.14;0;0.01;0.54; ; ; ; ;
Ninokuni: Shikkoku no Madoushi;DS;2010;Role-Playing;Level 5;0;0;0.54;0;0.54; ; ; ; ;
F.E.A.R.;PS3;2007;Shooter;Vivendi Games;0.18;0.26;0;0.1;0.54;72;31;7.4;64;M
Enslaved: Odyssey to the West;X360;2010;Action;Namco Bandai Games;0.3;0.19;0;0.05;0.54;82;72;7.8;297;T
SRS: Street Racing Syndicate;PS2;2004;Racing;Namco Bandai Games;0.26;0.21;0;0.07;0.54; ; ; ; ;
Dragon Ball Z: Shin Budokai;PSP;2006;Fighting;Atari;0.26;0.08;0.13;0.07;0.54;70;21;8.1;19;T
Tiger Woods PGA Tour 13;PS3;2012;Sports;Electronic Arts;0.24;0.21;0;0.08;0.54;75;14;5.7;9;E
Dynasty Warriors: Gundam 3;PS3;2010;Action;Tecmo Koei;0.11;0.04;0.36;0.02;0.54;58;18;7.5;20;T
Def Jam: Fight for NY;X;2004;Fighting;Electronic Arts;0.43;0.1;0;0.02;0.54;84;33;8.6;14;M
Action Force;2600;1982;Action;CPG Products;0.5;0.03;0;0.01;0.54; ; ; ; ;
Gauntlet Legends;N64;1999;Action;Midway Games;0.43;0.1;0;0.01;0.54; ; ; ; ;
FIFA 99;N64;1998;Sports;Electronic Arts;0.11;0.39;0;0.03;0.54; ; ; ; ;
Tiger Woods PGA Tour 11;Wii;2010;Sports;Electronic Arts;0.23;0.25;0;0.06;0.54;84;29;8.3;23;E
Kidou Senshi Gundam: Extreme VS;PS3;2011;Fighting;Namco Bandai Games;0;0;0.54;0;0.54; ; ; ; ;
System 3 presents Ferrari Challenge Trofeo Pirelli;Wii;2008;Racing;System 3 Arcade Software;0.07;0.4;0;0.07;0.54; ; ; ; ;
NBA Live 10;PS3;2009;Sports;Electronic Arts;0.46;0.02;0.01;0.05;0.54;81;32;7.5;25;E
Metro 2033;X360;2010;Shooter;THQ;0.22;0.23;0.03;0.05;0.54;77;83;7.8;354;M
Bust A Groove;PS;1998;Misc;Sony Computer Entertainment;0.09;0.06;0.35;0.04;0.54; ; ; ; ;
Fire Emblem: Path of Radiance;GC;2005;Action;Nintendo;0.29;0.08;0.16;0.01;0.54;85;42;8.9;143;T
Hotel Dusk: Room 215;DS;2007;Adventure;Nintendo;0.26;0.04;0.22;0.03;0.54;78;57;8.6;103;T
Dragon Quest Characters: Torneko no Daibouken 3: Fushigi no Dungeon;PS2;2002;Role-Playing;Enix Corporation;0;0;0.54;0;0.54; ; ; ; ;
Lets Draw!;DS;2008;Misc;Ubisoft;0.24;0.23;0;0.06;0.54; ; ; ; ;
Pachi-Slot Aruze Oukoku 2;PS;1999;Misc;Aruze Corp;0;0;0.5;0.04;0.54; ; ; ; ;
Dragons Crown;PS3;2013;Role-Playing;Nippon Ichi Software;0.25;0.07;0.17;0.05;0.54;82;62;8.3;289;T
Bratz: Rock Angelz;GBA;2004;Misc;THQ;0.39;0.14;0;0.01;0.54; ; ; ; ;E
SSX Tricky;GC;2001;Sports;Electronic Arts;0.42;0.11;0;0.01;0.54;87;20;8.6;18;E
Greg Hastings Tournament Paintball;X;2004;Shooter;Activision;0.46;0.06;0;0.02;0.54;74;11;9.2;42;T
World Soccer Winning Eleven 7 International (JP version);PS2;2004;Sports;Konami Digital Entertainment;0;0;0.54;0;0.54; ; ; ; ;
ESPN NBA Basketball;PS2;2003;Sports;Sega;0.26;0.21;0;0.07;0.54;89;18;8.4;38;E
Just Dance 2015;XOne;2014;Misc;Ubisoft;0.36;0.13;0;0.05;0.54;70;17;7.5;20;E10+
Dragon Ball Z: Ultimate Tenkaichi;X360;2011;Fighting;Namco Bandai Games;0.39;0.1;0.01;0.04;0.54;55;24;5.8;53;T
Sacred 2: Fallen Angel;X360;2009;Role-Playing;Deep Silver;0.29;0.16;0.04;0.05;0.54;71;56;7.3;64;M
Two Worlds II;X360;2011;Role-Playing;SouthPeak Games;0.4;0.07;0.03;0.03;0.54;67;50;6.6;140;M
Phineas and Ferb: Across the 2nd Dimension;DS;2011;Action;Disney Interactive Studios;0.31;0.18;0;0.05;0.54;47;5; ; ;E
Over the Hedge;PS2;2006;Platform;Activision;0.45;0.02;0;0.07;0.54;58;29;8.6;10;E10+
Mat Hoffmans Pro BMX;PS;2001;Sports;Activision;0.3;0.2;0;0.04;0.54;80;15;8.6;16;E
50 Classic Games;DS;2009;Misc;Destineer;0.5;0;0;0.04;0.54; ; ; ; ;E
NHL 14;X360;2013;Sports;Electronic Arts;0.4;0.09;0;0.05;0.54;81;30;5.9;92;E10+
Popeye;2600;1982;Platform;Parker Bros.;0.5;0.03;0;0.01;0.54; ; ; ; ;
Petz Nursery;DS;2009;Simulation;Ubisoft;0.5;0;0;0.04;0.54; ; ; ; ;E
The Hobbit;PS2;2003;Platform;Vivendi Games;0.26;0.2;0;0.07;0.54;59;17;8.6;14;E
Harry Potter and the Deathly Hallows - Part 1;Wii;2010;Action;Electronic Arts;0.22;0.27;0;0.05;0.54;41;8;5;11;T
War of the Monsters;PS2;2003;Fighting;Sony Computer Entertainment;0.26;0.2;0;0.07;0.54;80;41;8.9;68;T
Time Crisis: Razing Storm;PS3;2010;Shooter;Namco Bandai Games;0.18;0.2;0.07;0.08;0.54;58;49;5.9;15;T
NBA Street Vol. 2;GC;2003;Sports;Electronic Arts;0.41;0.11;0;0.01;0.54;88;16;8.1;7;E
Monster Jam: Path of Destruction;Wii;2010;Racing;Activision;0.48;0.02;0;0.03;0.54; ; ; ; ;E
The Incredible Hulk: Ultimate Destruction;PS2;2005;Action;Vivendi Games;0.26;0.2;0;0.07;0.54;83;41;8.7;38;T
Summer Sports: Paradise Island;Wii;2008;Sports;Ubisoft;0.48;0.01;0;0.04;0.54;46;7;4.6;7;E
Inazuma Eleven GO;3DS;2011;Role-Playing;Nintendo;0;0.05;0.48;0;0.53; ; ; ; ;
Sakura Taisen 2 - Kimi Shinitamou Koto Nakare;SAT;1998;Adventure;Sega;0;0;0.53;0;0.53; ; ; ; ;
Time Crisis II;PS2;2001;Shooter;Namco Bandai Games;0.26;0.2;0;0.07;0.53;81;21;7.9;20;T
Clock Tower;PS;1996;Adventure;ASCII Entertainment;0.07;0.05;0.38;0.03;0.53; ; ; ; ;
NCAA March Madness 06;PS2;2005;Sports;Electronic Arts;0.45;0.02;0;0.07;0.53;78;19;9.1;13;E
Monster High: Ghoul Spirit;Wii;2011;Misc;THQ;0.42;0.07;0;0.04;0.53; ; ; ; ;E
Valkyria Chronicles II;PSP;2010;Role-Playing;Sega;0.12;0.15;0.18;0.09;0.53;83;54;8.1;67;T
Jampack Volume 11;PS2;2004;Misc;Sony Computer Entertainment;0.26;0.2;0;0.07;0.53; ; ; ; ;
Tatsunoko vs. Capcom: Ultimate All-Stars;Wii;2010;Fighting;Capcom;0.3;0.15;0.03;0.05;0.53;85;62;8.8;85;T
Rune Factory: A Fantasy Harvest Moon;DS;2006;Role-Playing;Rising Star Games;0.35;0.01;0.14;0.03;0.53;78;26;8.1;52;E
Legacy of Kain: Defiance;PS2;2003;Action;Eidos Interactive;0.26;0.2;0;0.07;0.53;75;34;9.3;49;M
Battlefield 1;PC;2016;Shooter;Electronic Arts;0.17;0.32;0;0.04;0.53;88;54;7.5;1263;M
SpongeBob SquarePants: Game Boy Advance Video Volume 2;GBA;2004;Misc;THQ;0.38;0.14;0;0.01;0.53; ; ; ; ;
007 Racing;PS;2000;Racing;Electronic Arts;0.3;0.2;0;0.03;0.53;51;16;4.6;14;T
NCAA March Madness 2005;PS2;2004;Sports;Electronic Arts;0.44;0.02;0;0.07;0.53;78;19;8.3;13;E
Tactics Ogre: Let Us Cling Together;PSP;2010;Role-Playing;Square Enix;0.15;0.07;0.27;0.05;0.53;87;49;8.7;102;T
Conflict: Vietnam;PS2;2004;Shooter;SCi;0.26;0.2;0;0.07;0.53;58;24;8.1;21;M
2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe;X;2004;Misc;Sega;0.4;0.11;0;0.02;0.53; ; ; ; ;
Manhunt 2;Wii;2007;Action;Take-Two Interactive;0.25;0.23;0;0.06;0.53;62;38;7.1;46;M
MLB SlugFest 20-04;PS2;2003;Sports;Midway Games;0.26;0.2;0;0.07;0.53;78;23;8.3;8;E
Gex 3: Deep Cover Gecko;PS;1999;Platform;Eidos Interactive;0.3;0.2;0;0.03;0.53; ; ; ; ;
NASCAR 09;PS2;2008;Racing;Electronic Arts;0.26;0.2;0;0.07;0.53; ; ;7.9;8;E
Blitz: The League;X;2004;Sports;Midway Games;0.4;0.11;0;0.02;0.53;78;30;7.7;14;M
Jampack Vol. 2;PS;1996;Misc;Sony Computer Entertainment;0.3;0.2;0;0.03;0.53; ; ; ; ;
Virtual Soccer;SNES;1993;Sports;Hudson Soft;0;0;0.53;0;0.53; ; ; ; ;
G-Force;DS;2009;Action;Disney Interactive Studios;0.26;0.21;0;0.05;0.53; ; ;9;5;E10+
Romance of the Three Kingdoms IV: Wall of Fire;SNES;1994;Strategy;Tecmo Koei;0;0;0.53;0;0.53; ; ; ; ;
Winning Post;SNES;1993;Sports;Tecmo Koei;0;0;0.53;0;0.53; ; ; ; ;
Peter Jacksons King Kong: The Official Game of the Movie;X;2005;Action;Ubisoft;0.34;0.17;0;0.02;0.53;82;43;8.5;11;T
Burnout Revenge;X;2005;Racing;Electronic Arts;0.32;0.19;0;0.01;0.53;89;65;8.4;66;E10+
Medal of Honor: European Assault;X;2005;Shooter;Electronic Arts;0.32;0.19;0;0.02;0.53;72;42;7;15;T
Ty the Tasmanian Tiger 2: Bush Rescue;PS2;2004;Platform;Electronic Arts;0.26;0.2;0;0.07;0.53;71;24;8.2;22;E
The Lord of the Rings: The Fellowship of the Ring;X;2002;Action;Universal Interactive;0.31;0.19;0;0.03;0.53;59;23;6.6;10;T
NBA 06;PS2;2005;Sports;Sony Computer Entertainment;0.26;0.2;0;0.07;0.53;63;26;6.3;27;E
Inazuma Eleven;DS;2008;Role-Playing;Nintendo;0;0.13;0.38;0.02;0.53;74;11;8.5;11;E
Excite Truck;Wii;2006;Racing;Nintendo;0.39;0.03;0.08;0.04;0.53;72;57;8.4;83;E
Phoenix Wright: Ace Attorney - Justice for All;DS;2006;Adventure;Capcom;0.21;0.04;0.26;0.03;0.53; ; ; ; ;
Bulletstorm;PS3;2011;Shooter;Electronic Arts;0.24;0.2;0.01;0.09;0.53;83;57;7.7;288;M
Spider-Man;N64;2000;Action;Activision;0.43;0.09;0;0.01;0.53; ; ; ; ;
Hello Kitty: Big City Dreams;DS;2008;Puzzle;Empire Interactive;0.42;0.07;0;0.04;0.53; ; ; ; ;E
Magicians Quest: Mysterious Times;DS;2008;Role-Playing;Konami Digital Entertainment;0.04;0.01;0.48;0;0.53;69;13;7.6;9;E10+
X-Men Legends;GC;2004;Role-Playing;Activision;0.41;0.11;0;0.01;0.53;81;36;8.4;12;T
Dragon Age: Inquisition;X360;2014;Role-Playing;Electronic Arts;0.36;0.12;0;0.05;0.53; ; ;5.1;236;M
Plants vs. Zombies: Garden Warfare 2;PS4;2016;Shooter;Electronic Arts;0.21;0.23;0;0.09;0.53;81;29;7.7;114;E10+
Front Mission 2;PS;1997;Strategy;SquareSoft;0;0;0.49;0.03;0.53; ; ; ; ;
Jewel Master Egypt;DS;2009;Puzzle;Rondomedia;0.21;0.27;0;0.05;0.53;56;9; ; ;E
ModNation Racers;PSP;2010;Racing;Sony Computer Entertainment;0.11;0.26;0.02;0.14;0.53;73;22;7.7;22;E
LEGO Jurassic World;WiiU;2015;Action;Warner Bros. Interactive Entertainment;0.27;0.19;0.03;0.04;0.53;71;5;8.1;14;E10+
WWE SmackDown vs. Raw 2010;DS;2009;Fighting;THQ;0.35;0.13;0;0.05;0.53;75;7;8.3;4;T
Are You Smarter Than A 5th Grader?;DS;2007;Misc;Mindscape;0.48;0;0;0.04;0.53; ; ; ; ;E
Oni;PS2;2001;Action;Take-Two Interactive;0.26;0.2;0;0.07;0.53;69;24;7.8;23;T
How to Train Your Dragon;DS;2010;Action;Activision;0.31;0.17;0;0.05;0.53;60;8; ; ;E10+
Tom Clancys Ghost Recon Advanced Warfighter 2;PSP;2007;Shooter;Ubisoft;0.35;0.09;0;0.08;0.53;61;12;6.4;9;T
SpongeBob SquarePants featuring Nicktoons: Globs of Doom;Wii;2008;Action;THQ;0.49;0;0;0.04;0.53;47;5;5.4;10;E
Terminator Salvation;PS3;2009;Shooter;Warner Bros. Interactive Entertainment;0.13;0.28;0.01;0.1;0.53;43;41;3.9;71;T
Disgaea 3: Absence of Justice;PS3;2008;Role-Playing;Square Enix;0.34;0.03;0.11;0.04;0.53;78;51;7.5;150;T
The Lord of the Rings: The Two Towers;GC;2002;Action;Electronic Arts;0.41;0.11;0;0.01;0.53;82;13;8.7;23;T
Batman: Arkham City;PC;2011;Action;Warner Bros. Interactive Entertainment;0.16;0.28;0;0.09;0.53;91;27;8.6;1861;T
Skylanders: SuperChargers;WiiU;2015;Action;Activision;0.28;0.21;0;0.05;0.53;87;13;5.6;65;E10+
Frozen: Olafs Quest;DS;2013;Platform;Disney Interactive Studios;0.21;0.27;0;0.04;0.53; ; ; ; ;
Juiced;PS2;2005;Racing;THQ;0.26;0.2;0;0.07;0.53;68;36;7.7;24;T
The Warriors;PS2;2005;Action;Take-Two Interactive;0.44;0.02;0;0.07;0.53;84;52;8.5;73;M
F1 2016 (Codemasters);PS4;2016;Racing;Codemasters;0.04;0.39;0.02;0.07;0.53; ; ; ; ;
J-League Soccer: Prime Goal 2;SNES;1994;Sports;Namco Bandai Games;0;0;0.53;0;0.53; ; ; ; ;
Star Fox Command;DS;2006;Shooter;Nintendo;0.38;0.01;0.1;0.04;0.53;76;56;7.3;56;E10+
NASCAR 2000;N64;1999;Racing;Electronic Arts;0.49;0.03;0;0;0.53; ; ; ; ;
Wayne Gretzkys 3D Hockey;N64;1996;Sports;Nintendo;0.49;0.03;0;0;0.53; ; ; ; ;
Pachi-Slot Aruze Oukoku 4;PS;2000;Misc;Aruze Corp;0;0;0.49;0.03;0.53; ; ; ; ;
Return to Castle Wolfenstein: Operation Resurrection;PS2;2003;Shooter;Activision;0.26;0.2;0;0.07;0.53;66;21;8;23;M
Mario Tennis: Power Tour;GBA;2005;Sports;Nintendo;0.24;0.09;0.19;0.01;0.52;81;21;8;25;E
Tales of Symphonia;PS3;2013;Role-Playing;Namco Bandai Games;0.21;0.12;0.13;0.07;0.52; ; ;7.2;6;T
Seaman;DC;1999;Simulation;Sega;0;0;0.52;0;0.52;82;24;8.4;16;T
The Grinch;PS;1999;Adventure;Konami Digital Entertainment;0.29;0.2;0;0.03;0.52;55;8; ; ;E
Rory McIlroy PGA Tour;PS4;2015;Action;Electronic Arts;0.19;0.25;0;0.09;0.52;61;33;3.7;78;E
Michael Jackson: The Experience;PS3;2011;Misc;Ubisoft;0.25;0.19;0;0.08;0.52;66;11;8.4;16;E10+
Lords of the Fallen;PS4;2014;Role-Playing;Square Enix;0.18;0.24;0.02;0.08;0.52;68;45;6.5;436;M
Tales of Destiny;PS2;2006;Role-Playing;Namco Bandai Games;0;0;0.52;0;0.52; ; ; ; ;
Stuntman: Ignition;PS3;2007;Racing;THQ;0.17;0.26;0;0.1;0.52;76;18;6.2;12;T
LEGO Marvel Super Heroes;PSV;2013;Action;Warner Bros. Interactive Entertainment;0.11;0.29;0;0.12;0.52; ; ; ; ;
Littlest Pet Shop 3: Biggest Stars - Blue / Pink / Purple Team;DS;2010;Simulation;Electronic Arts;0.49;0;0;0.03;0.52; ; ; ; ;
F.E.A.R. 2: Project Origin;X360;2009;Shooter;Warner Bros. Interactive Entertainment;0.32;0.15;0;0.05;0.52;77;68;8;114;M
Madden NFL 07;PS3;2006;Sports;Electronic Arts;0.47;0;0.01;0.04;0.52;76;25;4.2;22;E
WWE 2K16;PS3;2015;Sports;Take-Two Interactive;0.22;0.21;0;0.09;0.52; ; ;6;21;T
Mystery Dungeon: Shiren the Wanderer;DS;2006;Role-Playing;Sega;0.17;0;0.33;0.02;0.52;69;27;8.2;21;E
GT Pro Series;Wii;2006;Racing;Ubisoft;0.46;0.01;0.02;0.04;0.52;41;15;4;21;E
Tiger Woods PGA Tour 11;X360;2010;Sports;Electronic Arts;0.28;0.19;0;0.05;0.52;79;51;7.8;19;E
The Golden Compass;PS2;2007;Action;Sega;0.13;0;0;0.39;0.52;46;10;5.2;6;E10+
Guinness World Records: The Videogame;DS;2008;Action;Warner Bros. Interactive Entertainment;0.47;0.01;0;0.04;0.52;70;4; ; ;E
Final Fantasy Chronicles;PS;2001;Role-Playing;Square;0.29;0.2;0;0.03;0.52;89;15;9.1;37;T
F1 2009;PSP;2009;Racing;Codemasters;0.08;0.29;0;0.16;0.52;68;23;7.2;14;E
Tales of Symphonia: Dawn of the New World;Wii;2008;Role-Playing;Namco Bandai Games;0.21;0.04;0.24;0.02;0.52;68;46;7.1;94;T
Syphon Filter 3;PS;2001;Shooter;Sony Computer Entertainment;0.29;0.2;0;0.03;0.52;73;19;8.5;36;M
Metal Gear Solid 2: Substance;PS2;2002;Action;Konami Digital Entertainment;0.18;0.14;0.16;0.05;0.52;87;17;9;126;M
NBA Live 08;X360;2007;Sports;Electronic Arts;0.47;0;0;0.04;0.52;73;37;5.3;19;E
Puzzle & Dragons Z + Super Mario Bros. Edition;3DS;2015;Puzzle;Nintendo;0.07;0.1;0.34;0.01;0.52; ; ; ; ;
We Love Katamari;PS2;2005;Puzzle;Electronic Arts;0.26;0.2;0;0.07;0.52;86;61;8.9;51;E
Sesame Street: Once Upon A Monster;X360;2011;Misc;Warner Bros. Interactive Entertainment;0.39;0.09;0;0.04;0.52;79;26;6.9;22;E
NCAA Football 2003;X;2002;Sports;Electronic Arts;0.39;0.11;0;0.02;0.52;90;14;8.2;15;E
We Cheer;Wii;2008;Simulation;505 Games;0.47;0;0;0.04;0.52;56;12;7.3;13;E10+
Ready 2 Rumble Boxing: Round 2;PS;2000;Fighting;Midway Games;0.29;0.2;0;0.03;0.52;68;5; ; ;T
Mega Man 6;NES;1993;Platform;Capcom;0.28;0.07;0.16;0.01;0.52; ; ; ; ;
FIFA 12;PSP;2011;Sports;Electronic Arts;0.12;0.25;0.02;0.13;0.52; ; ; ; ;
NBA Live 09;PS3;2008;Sports;Electronic Arts;0.46;0;0.02;0.04;0.52;75;32;7.8;15;E
Mission: Impossible;PS;1999;Action;Infogrames;0.29;0.2;0;0.03;0.52; ; ; ; ;
SingStar Dance;PS3;2010;Misc;Sony Computer Entertainment;0.09;0.31;0;0.11;0.52;65;21;3.9;8;T
Rival Schools: United By Fate;PS;1998;Fighting;Capcom;0.12;0.08;0.28;0.03;0.52; ; ; ; ;
Swing Away Golf;PS2;2000;Sports;Electronic Arts;0.17;0.13;0.18;0.04;0.52;78;15; ; ;E
J-League Pro Soccer Club o Tsukurou! 3;PS2;2003;Sports;Sega;0;0;0.52;0;0.52; ; ; ; ;
Tomb Raider: Legend;PS2;2006;Action;Eidos Interactive;0.25;0.19;0.02;0.06;0.52;82;43;7.2;99;T
Silent Hill: Origins;PSP;2007;Action;Konami Digital Entertainment;0.22;0.15;0.04;0.1;0.52;78;40;7.8;107;M
Freedom Fighters;PS2;2003;Shooter;Electronic Arts;0.25;0.2;0;0.07;0.52;81;26;8.4;57;T
Gun;X;2005;Shooter;Activision;0.38;0.12;0;0.02;0.52;79;55;7.8;29;M
Thats So Raven 2: Supernatural Style;GBA;2005;Adventure;Disney Interactive Studios;0.37;0.14;0;0.01;0.52;52;5; ; ;E
Rooms: The Main Building;DS;2010;Adventure;Nintendo;0.1;0.36;0.01;0.05;0.52;56;23; ; ;E
Fight Night Round 3;PSP;2006;Fighting;Electronic Arts;0.46;0.01;0;0.04;0.52;74;22;8.1;22;T
The Punisher;PS2;2005;Action;THQ;0.25;0.2;0;0.07;0.52;68;44;8.2;56;M
