Name;Platform;Year_of_Release;Genre;Publisher;Global_Sales;User_Score;Price
SimCity Creator;DS;2008;Simulation;Electronic Arts;0.34;7.3;15
Monopoly;PS3;2008;Misc;Electronic Arts;0.34;6.7;12
SpongeBob SquarePants: The Yellow Avenger;DS;2005;Action;THQ;0.34;7.3;43
Tenchu Z;X360;2006;Action;Microsoft Game Studios;0.34;7.3;20
Off Road Challenge;N64;1998;Racing;GT Interactive;0.34;0;2
Bank Heist;2600;1982;Action;20th Century Fox Video Games;0.34;0;6
Conan;PS3;2007;Action;THQ;0.34;7.2;40
LEGO Pirates of the Caribbean: The Video Game;PSP;2011;Action;Disney Interactive Studios;0.34;0;40
Backstreet Billiards;PS;1998;Misc;ASCII Entertainment;0.34;0;5
Dragon Ball Z: Extreme Butoden;3DS;2015;Fighting;Namco Bandai Games;0.34;6.6;33
FIFA Street 3;X360;2008;Sports;Electronic Arts;0.34;6.9;18
Dead or Alive 5;PS4;2015;Fighting;Tecmo Koei;0.34;0;31
Carnival;2600;1981;Shooter;Coleco;0.34;0;5
Naruto Shippuden: Ultimate Ninja Impact;PSP;2011;Fighting;Namco Bandai Games;0.34;7.1;19
Leisure Suit Larry: Magna Cum Laude;PS2;2004;Adventure;Vivendi Games;0.34;6.3;10
MVP 06 NCAA Baseball;X;2006;Sports;Electronic Arts;0.34;8.6;43
Momotarou Dentetsu DS: Tokyo & Japan;DS;2007;Misc;Hudson Soft;0.34;0;14
Point Blank;PS;1997;Shooter;Sony Computer Entertainment;0.34;0;2
The Sims 3: Town Life Stuff;PC;2011;Simulation;Electronic Arts;0.34;6.3;20
Speed Racer: The Videogame;DS;2008;Racing;Warner Bros. Interactive Entertainment;0.34;0;17
F.E.A.R.;X360;2006;Shooter;Vivendi Games;0.34;7.3;37
Tom Clancys Ghost Recon: Shadow Wars;3DS;2011;Strategy;Ubisoft;0.34;7.9;43
Yu-Gi-Oh! 5Ds Tag Force 5;PSP;2010;Strategy;Konami Digital Entertainment;0.34;0;31
Tiny Tank;PS;1998;Action;Sony Computer Entertainment;0.34;0;5
James Bond 007: Legends;PS3;2012;Shooter;Activision;0.34;0;32
Smart Girls Party Game;DS;2008;Misc;505 Games;0.34;0;28
Spy Hunter;X;2002;Racing;Midway Games;0.34;0;28
Herbie: Fully Loaded;GBA;2005;Racing;Disney Interactive Studios;0.34;6.8;34
Kameo: Elements of Power;X360;2005;Action;Microsoft Game Studios;0.34;8.1;27
Teenage Mutant Ninja Turtles;GC;2003;Action;Konami Digital Entertainment;0.34;8;27
Dynasty Warriors 6 Empires;PS3;2009;Action;Tecmo Koei;0.34;7;24
The Shoot;PS3;2010;Shooter;Sony Computer Entertainment;0.34;6.2;20
Football Manager Handheld 2008;PSP;2007;Sports;Sega;0.34;0;44
Yo-Kai Watch 3: Sukiyaki;3DS;2016;Role-Playing;Level 5;0.34;0;36
Persona 4: Dancing All Night;PSV;2015;Misc;Nippon Ichi Software;0.34;8.6;42
Disney Sing It: Pop Hits;PS2;2009;Misc;Disney Interactive Studios;0.34;0;41
My Baby Boy;DS;2008;Simulation;Nobilis;0.34;0;18
Star Ocean: Second Evolution;PSP;2008;Role-Playing;Square Enix;0.34;7.1;34
Puzzle Quest: Challenge of the Warlords;DS;2007;Puzzle;D3Publisher;0.34;8.7;25
Dynasty Warriors: Gundam 2;PS2;2008;Action;Namco Bandai Games;0.34;6.5;15
Imagine: Movie Star;DS;2008;Simulation;Ubisoft;0.34;0;22
Mystery Case Files: The Malgrave Incident;Wii;2011;Adventure;Nintendo;0.34;8.2;19
Angry Birds Star Wars;3DS;2013;Strategy;Activision;0.34;3;25
Fade to Black;PS;1996;Action;Electronic Arts;0.34;0;9
MXRider;PS2;2001;Racing;Atari;0.34;6.8;29
Delta Force: Black Hawk Down;X;2005;Shooter;NovaLogic;0.34;6.6;34
Pirates of the Caribbean: At Worlds End;X360;2007;Action;Disney Interactive Studios;0.34;5.3;33
World Championship Poker 2: Featuring Howard Lederer;PS2;2005;Misc;Oxygen Interactive;0.34;0;12
The Eye of Judgment;PS3;2007;Misc;Sony Computer Entertainment;0.34;8.2;20
Sengoku Musou 3 Z;PS3;2011;Action;Ackkstudios;0.33;0;16
Tom Clancys Ghost Recon Advanced Warfighter;X;2006;Shooter;Ubisoft;0.33;6;25
Iron Man 2;DS;2010;Action;Sega;0.33;0;24
Just Dance 2016;XOne;2015;Misc;Ubisoft;0.33;6.1;17
Tokyo Highway Battle;PS;1996;Racing;Jaleco;0.33;0;2
NHL 09;PS3;2008;Sports;Electronic Arts;0.33;7.7;19
Beyond Good & Evil;PS2;2003;Adventure;Ubisoft;0.33;0;21
Banjo-Kazooie: Gruntys Revenge;GBA;2003;Platform;THQ;0.33;8.1;16
Bomberman World;PS;1998;Puzzle;Sony Computer Entertainment;0.33;0;11
Bejeweled 3;DS;2010;Puzzle;PopCap Games;0.33;0;23
Mega Man ZX Advent;DS;2007;Platform;Capcom;0.33;8.6;44
Transformers: Revenge of the Fallen (DS Versions);DS;2009;Action;Activision;0.33;0;18
NCAA Basketball 10;PS3;2009;Sports;Electronic Arts;0.33;7.8;16
Jeanne dArc;PSP;2006;Role-Playing;Sony Computer Entertainment;0.33;8.3;39
Deathtrap Dungeon;PS;1998;Action;Eidos Interactive;0.33;0;14
Tales of the World: Radiant Mythology 2;PSP;2009;Role-Playing;Namco Bandai Games;0.33;0;41
Night at the Museum: Battle of the Smithsonian;DS;2009;Action;Majesco Entertainment;0.33;0;42
Harry Potter and the Deathly Hallows - Part 2;X360;2011;Action;Electronic Arts;0.33;5.4;12
Assassins Creed The Ezio Collection;PS4;2016;Action;Ubisoft;0.33;7.3;32
Just Dance 2016;X360;2015;Misc;Ubisoft;0.33;6;37
Avatar: The Last Airbender;DS;2006;Adventure;THQ;0.33;6.4;43
Ape Escape Academy;PSP;2004;Misc;Sony Computer Entertainment;0.33;5.8;10
WWE Wrestlemania XIX;GC;2003;Fighting;THQ;0.33;8.7;28
The Sims 2;GC;2005;Simulation;Electronic Arts;0.33;8.3;44
Hulk;X;2003;Action;Universal Interactive;0.33;7.7;16
Untold Legends: The Warriors Code;PSP;2006;Role-Playing;Ubisoft;0.33;8.3;25
Klonoa 2: Lunateas Veil;PS2;2001;Platform;Sony Computer Entertainment;0.33;9.2;18
Deus Ex: Invisible War;X;2003;Shooter;Eidos Interactive;0.33;7.6;15
Disneys Treasure Planet;PS2;2002;Action;Sony Computer Entertainment;0.33;0;19
Dragon Ball: XenoVerse;XOne;2015;Fighting;Namco Bandai Games;0.33;7.2;44
NASCAR Thunder 2002;X;2001;Racing;Electronic Arts;0.33;0;26
The King of Fighters XIII;X360;2011;Fighting;Rising Star Games;0.33;8.2;21
BeatMania Append GottaMix;PS;1999;Simulation;Konami Digital Entertainment;0.33;0;4
LEGO Batman 2: DC Super Heroes;PSV;2012;Action;Warner Bros. Interactive Entertainment;0.33;6.7;32
Might & Magic Heroes VI;PC;2011;Role-Playing;Ubisoft;0.33;0;31
Fracture;X360;2008;Shooter;LucasArts;0.33;6.2;28
Tak 2: The Staff of Dreams;GC;2004;Platform;THQ;0.33;8.6;34
Ninja Blade;X360;2009;Action;Microsoft Game Studios;0.33;6.8;31
Bookworm;DS;2009;Puzzle;PopCap Games;0.33;0;31
Bee Movie Game;Wii;2007;Action;Activision;0.33;7.6;26
Sniper: Ghost Warrior 2;PS3;2013;Shooter;City Interactive;0.33;5.9;21
Kelly Slaters Pro Surfer;PS2;2002;Sports;Activision;0.33;8.4;20
Shrek SuperSlam;GBA;2005;Action;Activision;0.33;0;16
Legends of Wrestling II;PS2;2002;Fighting;Acclaim Entertainment;0.33;6.7;38
World Stadium 3;PS;1999;Sports;Namco Bandai Games;0.33;0;13
Extra Bases;G;1990;Sports;Namco Bandai Games;0.33;0;12
Street Fighter Alpha 3 MAX;PSP;2006;Fighting;Capcom;0.33;8;20
Super Power League 2;SNES;1994;Sports;Hudson Soft;0.33;0;2
Virtua Tennis 2009;X360;2009;Sports;Sega;0.33;6.2;40
MLB 09: The Show;PS2;2009;Sports;Sony Computer Entertainment;0.33;7.5;25
Cool Boarders 2001;PS2;2001;Sports;Sony Computer Entertainment;0.33;0;42
Classic NES Series: Castlevania;GBA;2004;Platform;Nintendo;0.33;8.6;12
Hells Kitchen: The Game;Wii;2008;Simulation;Ubisoft;0.33;0;36
Scooby-Doo! First Frights;PS2;2009;Action;Warner Bros. Interactive Entertainment;0.33;0;35
Fight Night Round 3;X;2006;Fighting;Electronic Arts;0.33;9;25
GT Advance Championship Racing;GBA;2001;Racing;THQ;0.33;0;13
Way of the Samurai 2;PS2;2003;Action;Capcom;0.33;9;25
Planet Puzzle League;DS;2007;Puzzle;Nintendo;0.33;8.2;41
BattleTanx;N64;1998;Action;3DO;0.33;0;5
Naruto: Rise of a Ninja;X360;2007;Action;Ubisoft;0.33;8.6;29
Custom Robo;N64;2008;Role-Playing;Nintendo;0.33;0;14
Cabelas Dangerous Hunts 2011;PS3;2010;Sports;Activision;0.33;5.4;36
Hatsune Miku: Project Diva Extend;PSP;2011;Misc;Sega;0.33;0;37
Pitfall 3D: Beyond the Jungle;PS;1998;Platform;Activision;0.33;0;5
Disgaea 2: Cursed Memories;PS2;2006;Role-Playing;Tecmo Koei;0.33;6.4;31
Clock Tower 3;PS2;2002;Adventure;Capcom;0.33;7.6;37
Etrian Odyssey;DS;2007;Role-Playing;Nintendo;0.33;8.5;15
Battle Dodge Ball;SNES;1991;Sports;Banpresto;0.33;0;14
Call Of Duty 2: Big Red One;GC;2005;Shooter;Activision;0.33;7.9;19
Night at the Museum: Battle of the Smithsonian;Wii;2009;Action;Majesco Entertainment;0.33;0;12
Harry Potter and the Deathly Hallows - Part 2;Wii;2011;Action;Electronic Arts;0.33;6.6;23
Disgaea: Hour of Darkness;PS2;2003;Role-Playing;Tecmo Koei;0.33;8.9;33
Rise of the Tomb Raider;X360;2015;Adventure;Square Enix;0.33;7.4;27
NeoGeo Battle Coliseum;PS2;2005;Fighting;Ignition Entertainment;0.33;8.8;22
Resonance of Fate;X360;2010;Role-Playing;Sega;0.33;7.8;33
We Sing Deutsche Hits;Wii;2011;Misc;Nordic Games;0.33;0;39
Naruto Shippuden: Ultimate Ninja Storm 4;XOne;2016;Fighting;Namco Bandai Games;0.33;8.5;33
Def Jam Rapstar;PS3;2010;Misc;Konami Digital Entertainment;0.33;6.3;22
SpongeBob SquarePants: Creature from the Krusty Kra;GC;2006;Platform;THQ;0.33;7.5;20
The X-Factor;Wii;2010;Misc;Deep Silver;0.33;0;37
MLB 08: The Show;PSP;2008;Sports;Sony Computer Entertainment;0.33;8.4;25
Parodius;PS;1994;Shooter;Konami Digital Entertainment;0.33;0;9
Capcom Classics Collection Reloaded;PSP;2006;Misc;Capcom;0.33;0;16
Danganronpa: Trigger Happy Havoc;PSV;2013;Misc;Nippon Ichi Software;0.33;8.1;23
Spy Kids 3-D: Game Over;GBA;2003;Platform;Disney Interactive Studios;0.33;7.7;29
Sakura Wars 3: Paris wa Moeteiru ka;DC;2001;Adventure;Sega;0.33;0;29
Medal of Honor: Warfighter;PC;2012;Action;Electronic Arts;0.33;5.4;29
NCAA GameBreaker 2001;PS;2000;Sports;Sony Computer Entertainment;0.33;0;19
Power Rangers: Ninja Storm;GBA;2003;Misc;THQ;0.33;7.8;43
Naruto: Gekito Ninja Taisen! 4;GC;2005;Fighting;Tomy Corporation;0.33;0;44
NBA 2K10;PSP;2009;Sports;Take-Two Interactive;0.33;8.1;33
Kidou Senshi Gundam F91: Formula Senki 0122;SNES;1991;Strategy;Namco Bandai Games;0.33;0;14
MVP Baseball 2005;GC;2005;Sports;Electronic Arts;0.33;8.7;43
Dragon Ball Heroes: Ultimate Mission 2 ;3DS;2014;Strategy;Namco Bandai Games;0.33;0;20
Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS 2 + Jouyou Kanji Jiten;DS;2007;Misc;Rocket Company;0.33;0;35
SSX Blur;Wii;2007;Sports;Electronic Arts;0.33;8.1;17
DX Game of Life 2;PS;1997;Misc;Takara;0.33;0;13
NBA Live 96;PS;1996;Sports;Electronic Arts;0.33;0;9
Alien: Isolation;PS3;2014;Shooter;Sega;0.33;8.3;39
Harry Potter and the Half-Blood Prince;PS3;2009;Action;Electronic Arts;0.33;7.1;36
Samurai Warriors 2: Xtreme Legends (JP sales);PS2;2007;Action;Tecmo Koei;0.33;0;24
Madden NFL 17;X360;2016;Sports;Electronic Arts;0.33;1;11
Teen Titans;GC;2006;Action;THQ;0.33;6.9;17
MX vs. ATV Untamed;Wii;2008;Racing;THQ;0.33;8.3;29
Def Jam Rapstar;Wii;2010;Misc;Konami Digital Entertainment;0.33;0;24
Dead or Alive 5;X360;2012;Fighting;Ubisoft Annecy;0.33;7.9;24
Frogger II: Threeedeep!;2600;1983;Action;Parker Bros.;0.33;0;8
Binary Domain;PS3;2012;Action;Sega;0.33;8.2;32
NBA Live 06;GC;2005;Sports;Electronic Arts;0.33;0;25
Fireball;2600;1981;Action;Starpath Corp.;0.33;0;6
Dr. Mario / Puzzle League;GBA;2005;Puzzle;Nintendo;0.33;9.3;11
Lord of Arcana;PSP;2010;Role-Playing;Square Enix;0.33;5.5;27
Family Party: 90 Great Games Party Pack;Wii;2010;Misc;D3Publisher;0.33;0;43
DECA Sports Freedom;X360;2010;Sports;Hudson Soft;0.33;3.7;38
Sid Meiers Civilization VI;PC;2016;Strategy;Take-Two Interactive;0.33;7.2;31
Shin Nippon Pro Wrestling: Toukon Retsuden;PS;1995;Fighting;Tomy Corporation;0.33;0;10
Golden Axe: Beast Rider;X360;2008;Action;Sega;0.33;5.8;40
Major League Baseball 2K6;X;2006;Sports;Take-Two Interactive;0.33;5.7;24
Pinball Hall of Fame: The Gottlieb Collection;PS2;2004;Misc;Play It;0.33;0;30
Buzz! The Ultimate Music Quiz;PS3;2010;Misc;Sony Computer Entertainment;0.33;0;23
EA Playground;DS;2007;Sports;Electronic Arts;0.33;7.6;24
Discovery Kids: Puppy Playtime;DS;2009;Simulation;505 Games;0.33;0;43
The Witcher: Enhanced Edition;PC;2008;Role-Playing;Atari;0.32;8.5;33
Chicken Riot;Wii;2010;Action;City Interactive;0.32;0;30
Teenage Mutant Ninja Turtles 2: Battle Nexus;GBA;2004;Action;Konami Digital Entertainment;0.32;0;16
Nicktoons: Movin;PS2;2004;Action;THQ;0.32;0;42
Iron Man 2;Wii;2010;Action;Sega;0.32;4.6;24
One Piece: Romance Dawn - Bouken no Yoake;PSP;2012;Fighting;Namco Bandai Games;0.32;0;37
The Adventures of Tintin: The Game;Wii;2011;Action;Ubisoft;0.32;5.7;31
SWAT: Global Strike Team;PS2;2003;Shooter;Vivendi Games;0.32;7.8;31
NCAA Basketball 10;X360;2009;Sports;Electronic Arts;0.32;0;15
Championship Bass;PS;1999;Sports;Electronic Arts;0.32;0;13
Battlestations: Pacific;X360;2009;Strategy;Eidos Interactive;0.32;7.4;41
Elebits;Wii;2006;Action;Konami Digital Entertainment;0.32;7.4;27
Style Lab: Jewelry Design;DS;2009;Simulation;Ubisoft;0.32;0;37
J Stars Victory Vs.;PS3;2014;Fighting;Namco Bandai Games;0.32;7.9;16
Dead Space 2;PC;2011;Shooter;Electronic Arts;0.32;8.3;11
Golden Axe: Beast Rider;PS3;2008;Action;Sega;0.32;5.6;26
NHL Breakaway 98;N64;1998;Sports;Acclaim Entertainment;0.32;0;10
Momotarou Dentetsu 20-Shuunen;DS;2008;Misc;Hudson Soft;0.32;0;26
Bratz: Girlz Really Rock;DS;2008;Action;THQ;0.32;0;33
Minute to Win It;X360;2011;Misc;Zoo Games;0.32;0;17
Kinetica;PS2;2001;Racing;Sony Computer Entertainment;0.32;8.3;35
The Black Eyed Peas Experience;X360;2011;Misc;Ubisoft;0.32;5.8;28
Bust-A-Move 99;PS;1997;Puzzle;Acclaim Entertainment;0.32;0;13
NBA Street V3;X;2005;Sports;Electronic Arts;0.32;8.9;40
Remember Me;PS3;2013;Action;Capcom;0.32;7.4;38
Marvel: Ultimate Alliance 2;Wii;2009;Role-Playing;Activision;0.32;5.2;11
Dragon Quest Monsters 1\xc2\xb72;PS;2002;Role-Playing;Enix Corporation;0.32;0;31
Silent Hill: Downpour;X360;2012;Action;Konami Digital Entertainment;0.32;7.3;16
Shaun White Snowboarding;PSP;2008;Sports;Ubisoft;0.32;7.5;18
OverBlood;PS;1996;Action;Electronic Arts;0.32;0;3
Dead Rising 2: Off the Record;PS3;2011;Action;Capcom;0.32;7.1;15
ESPN X-Games Pro Boarder;PS;1997;Sports;Sony Computer Entertainment;0.32;0;4
Eternal Sonata;X360;2007;Role-Playing;Atari;0.32;7.9;13
Harvest Moon: Back to Nature;PS;1999;Simulation;Ubisoft;0.32;9.3;12
Batman: Arkham Asylum;PC;2009;Action;Eidos Interactive;0.32;8.7;12
Naruto: Ultimate Ninja (JP sales);PS2;2003;Fighting;Atari;0.32;0;11
Harry Potter and the Deathly Hallows - Part 2;PS3;2011;Action;Electronic Arts;0.32;5.7;43
Final Fantasy XI;PS2;2002;Role-Playing;Square Enix;0.32;6.9;21
Overlord II;X360;2009;Action;Codemasters;0.32;7.2;27
Disney Fairies: Tinker Bell and the Great Fairy Rescue;DS;2010;Adventure;Disney Interactive Studios;0.32;0;31
Madden NFL 09;DS;2008;Sports;Electronic Arts;0.32;7.8;39
Dance Dance Revolution Universe;X360;2007;Simulation;Konami Digital Entertainment;0.32;8.8;11
Warhammer 40000: Squad Command;PSP;2007;Strategy;THQ;0.32;7.6;21
Tropico 5;PS4;2015;Simulation;Kalypso Media;0.32;7.1;11
Go Diego Go!: Great Dinosaur Rescue;PS2;2008;Action;Take-Two Interactive;0.32;0;15
Darkwatch;PS2;2005;Shooter;Ubisoft;0.32;8.4;30
Beautiful Katamari;X360;2007;Puzzle;Namco Bandai Games;0.32;7;39
Fable III;PC;2011;Role-Playing;Microsoft Game Studios;0.32;5.4;10
Tony Hawks American Wasteland;X360;2005;Sports;Activision;0.32;7.2;41
My Baby: First Steps;DS;2009;Simulation;SouthPeak Games;0.32;0;12
Pony Friends 2;DS;2009;Simulation;Eidos Interactive;0.32;0;26
Ben 10 Ultimate Alien: Cosmic Destruction;DS;2010;Platform;D3Publisher;0.32;0;37
Prince of Persia: The Sands of Time;GC;2003;Action;Ubisoft;0.32;8.4;40
Sky Odyssey;PS2;2000;Simulation;Sony Computer Entertainment;0.32;8.4;39
Hatsune Miku: Project Diva F 2nd;PSV;2014;Misc;Sega;0.32;8.4;14
Power Rangers Samurai;Wii;2011;Action;Namco Bandai Games;0.32;0;18
Nagano Winter Olympics 98;N64;1997;Sports;Konami Digital Entertainment;0.32;0;5
Skylanders SWAP Force;XOne;2013;Platform;Activision;0.32;5.5;15
Operation Flashpoint: Red River;PS3;2011;Shooter;Codemasters;0.32;6.3;11
Rayman 2: The Great Escape;PS;2000;Platform;Ubisoft;0.32;0;22
Silent Hill HD Collection;PS3;2012;Action;Konami Digital Entertainment;0.32;4.8;25
FIFA Street 3;PS3;2008;Sports;Electronic Arts;0.32;6.9;18
Kirbys Block Ball;G;1995;Puzzle;Nintendo;0.32;0;3
Bleach: Shattered Blade;Wii;2006;Fighting;Sega;0.32;7.5;44
DiRT 2;PSP;2009;Racing;Sony Computer Entertainment;0.32;5.7;14
Fortress;GBA;2001;Action;Majesco Entertainment;0.32;0;36
FIFA 2001 Major League Soccer;PS;2000;Sports;Electronic Arts;0.32;7.8;26
Karaoke Revolution Presents American Idol Encore 2;Wii;2008;Misc;Konami Digital Entertainment;0.32;0;29
Rally Cross;PS;1997;Racing;Sony Computer Entertainment;0.32;0;4
Froggers Adventures: The Rescue;PS2;2003;Platform;Konami Digital Entertainment;0.32;8.5;43
F1 Race Stars;PS3;2012;Racing;Codemasters;0.32;5.7;10
Extreme Pinball;PS;1995;Misc;Electronic Arts;0.32;0;8
Singularity;X360;2010;Shooter;Activision;0.32;7.7;25
Karaoke Revolution Volume 3;PS2;2004;Misc;Konami Digital Entertainment;0.32;7.8;31
Vin Diesel: Wheelman;PS3;2009;Racing;Ubisoft;0.32;0;13
Army of Two: The 40th Day;PSP;2010;Shooter;Electronic Arts;0.32;6;33
Seaman: Kindan no Pet - Gaze Hakushi no Jikken Shima;PS2;2001;Simulation;ASCII Entertainment;0.32;0;39
Street Fighter Alpha 2;SAT;1995;Fighting;Virgin Interactive;0.32;0;8
Carnival Games: Monkey See Monkey Do!;X360;2011;Misc;Take-Two Interactive;0.32;0;40
No.1 Muscle Ranking - Kinniku Banzuke Vol. 1: Oregasaikyouno Otokoda!;PS;1999;Sports;Konami Digital Entertainment;0.32;0;14
Cartoon Network Collection: Game Boy Advance Video Platinum Edition;GBA;2005;Misc;Majesco Entertainment;0.32;0;29
Ultimate Fighting Championship: Throwdown;PS2;2002;Fighting;Ubisoft;0.32;8;24
Wipeout 2;Wii;2011;Misc;Activision;0.32;0;38
SpongeBob SquarePants: Double Pack;GBA;2005;Platform;THQ;0.32;0;25
Tetris 2 + Bombliss;NES;1991;Puzzle;BPS;0.32;0;9
Disneys Extreme Skate Adventure;PS2;2003;Sports;Activision;0.32;8.3;33
Rock Band Country Track Pack;PS2;2009;Misc;MTV Games;0.32;0;15
Murdered: Soul Suspect;PS4;2014;Action;Square Enix;0.32;6.9;28
Prey;X360;2006;Shooter;Take-Two Interactive;0.32;7.3;43
Shin Megami Tensei: Devil Summoner - Soul Hackers;3DS;2012;Role-Playing;Atlus;0.32;0;43
Ed Edd n Eddy: Jawbreakers!;GBA;2002;Adventure;BAM! Entertainment;0.32;0;26
Frankensteins Monster;2600;1982;Action;Data Age;0.32;0;14
Dragster;2600;1980;Racing;Activision;0.32;0;10
Folklore;PS3;2007;Role-Playing;Sony Computer Entertainment;0.32;8.2;20
Riven: The Sequel to Myst;PS;1997;Adventure;Acclaim Entertainment;0.32;0;4
Drakengard 3;PS3;2013;Role-Playing;Square Enix;0.32;7.7;32
Derby Stallion DS;DS;2008;Sports;Enterbrain;0.32;0;31
The Darkness II;PS3;2012;Shooter;Take-Two Interactive;0.32;7.6;21
NBA 2K3;X;2002;Sports;Sega;0.32;7.9;16
Dragon Quest Monsters: Battle Road Victory;Wii;2010;Strategy;Square Enix;0.32;0;14
Shin Momotarou Densetsu;SNES;1993;Role-Playing;Hudson Soft;0.32;0;13
From TV Animation One Piece: Grand Battle! 3;PS2;2003;Fighting;Namco Bandai Games;0.32;0;40
Fate/Extra;PSP;2010;Role-Playing;Marvelous Interactive;0.32;8.1;33
Sega Smash Pack;GBA;2002;Misc;Atari;0.32;0;18
All-Star Baseball 2005;PS2;2004;Sports;Acclaim Entertainment;0.32;8.6;38
The Conveni: Ano Machi wo Dokusen Seyo;PS;1997;Simulation;Human Entertainment;0.32;0;11
Shin Super Robot Taisen Special Disk;PS;1997;Strategy;Banpresto;0.32;0;7
Live A Live;SNES;1994;Role-Playing;SquareSoft;0.32;0;14
NFL Fever 2004;X;2003;Sports;Microsoft Game Studios;0.32;8.8;27
Madden NFL 2002;GBA;2001;Sports;Electronic Arts;0.32;0;25
Bigfoot: Collision Course;Wii;2008;Racing;Zoo Digital Publishing;0.32;0;34
Test Drive Unlimited;X360;2006;Racing;Atari;0.32;8;40
Cabelas Dangerous Hunts 2011;X360;2010;Sports;Activision;0.32;0;29
MLB 07: The Show;PS3;2007;Sports;Sony Computer Entertainment;0.32;7.5;20
UEFA Euro 2008 Austria-Switzerland;PS2;2008;Sports;Electronic Arts;0.32;0;42
Power Rangers Samurai;DS;2011;Action;Namco Bandai Games;0.32;0;26
Taiko Drum Master: Don and Katsus Space-Time Great Adventure;3DS;2014;Action;Namco Bandai Games;0.32;0;43
The Biggest Loser;DS;2009;Sports;THQ;0.32;0;32
Marvel Nemesis: Rise of the Imperfects;PSP;2005;Fighting;Electronic Arts;0.32;8.7;24
Kingdom Under Fire: The Crusaders;X;2004;Strategy;Deep Silver;0.32;7.9;36
4x4 Evolution;PS2;2001;Racing;Gathering of Developers;0.32;0;24
Clive Barkers Jericho;X360;2007;Shooter;Codemasters;0.32;7.5;34
Momotarou Dentetsu Happy;SNES;1996;Misc;Hudson Soft;0.32;0;3
LEGO Legends of Chima: Lavals Journey;3DS;2013;Adventure;Warner Bros. Interactive Entertainment;0.32;3.6;39
Power Rangers: Time Force;PS;2001;Action;THQ;0.32;0;16
Romance of the Three Kingdoms VII;PS2;2000;Strategy;Tecmo Koei;0.32;8.7;38
Goosebumps HorrorLand;DS;2008;Adventure;Scholastic Inc.;0.32;0;29
Littlest Pet Shop: City Friends;DS;2009;Simulation;Electronic Arts;0.32;0;32
DJ Hero;PS2;2009;Misc;Activision;0.32;6.4;31
Monsters Inc.;PS2;2002;Adventure;Sony Computer Entertainment;0.32;7.2;23
Phineas and Ferb: Across the 2nd Dimension;PS3;2011;Action;Disney Interactive Studios;0.32;6.6;42
Tekken 6;PSP;2009;Fighting;Namco Bandai Games;0.32;8.2;34
Quiz Magic Academy DS;DS;2008;Misc;Konami Digital Entertainment;0.32;0;35
Chicken Blaster;Wii;2009;Shooter;Zushi Games;0.32;0;41
Crash of the Titans;X360;2007;Action;Vivendi Games;0.32;6.3;28
Dynasty Warriors 4 Empires;PS2;2004;Action;Tecmo Koei;0.32;8.8;38
Shenmue II;X;2002;Adventure;Microsoft Game Studios;0.32;9.3;28
Skylanders Imaginators;WiiU;2016;Platform;Activision;0.32;0;30
Heart of Darkness;PS;1998;Platform;Ocean;0.32;0;11
Rugby World Cup 2011;PS3;2011;Sports;505 Games;0.32;5.6;35
Overlord II;PS3;2009;Action;Codemasters;0.32;7.6;21
Virtua Striker 2;DC;1999;Sports;Sega;0.32;0;8
LEGO Marvels Avengers;PS3;2016;Action;Warner Bros. Interactive Entertainment;0.32;6;13
WarCraft II: The Dark Saga;PS;1997;Strategy;Electronic Arts;0.31;0;11
Shrek the Third;PSP;2007;Action;Activision;0.31;0;31
MonHun Nikki: Poka Poka Ailu Mura G;PSP;2011;Role-Playing;Capcom;0.31;0;41
BlazBlue: Continuum Shift;X360;2010;Fighting;PQube;0.31;8.7;40
Batman: Arkham Origins;PC;2013;Action;Warner Bros. Interactive Entertainment;0.31;7.5;22
Crash Nitro Kart;X;2003;Racing;Vivendi Games;0.31;8.9;26
Etrian Odyssey III: The Drowned City;DS;2010;Role-Playing;Atlus;0.31;8;16
NBA ShootOut;PS;1995;Sports;Sony Computer Entertainment;0.31;0;13
Harry Potter and the Half-Blood Prince;X360;2009;Action;Electronic Arts;0.31;6.8;35
Jikkyou Powerful Pro Yakyuu 14;PS2;2007;Sports;Konami Digital Entertainment;0.31;0;24
Fishing Master;Wii;2007;Misc;Konami Digital Entertainment;0.31;8.1;27
Madden NFL 2004;GBA;2003;Sports;Electronic Arts;0.31;6.6;26
Ganbare Goemon: KiraKira Douchuu - Boku ga Dancer ni Natta Riyuu;SNES;1995;Platform;Konami Digital Entertainment;0.31;0;12
Jikkyou Powerful Pro Yakyuu Portable 3;PSP;2008;Sports;Konami Digital Entertainment;0.31;0;42
Mario Golf;G;1999;Action;Nintendo;0.31;0;12
Digimon World: Dawn / Dusk;DS;2007;Role-Playing;Namco Bandai Games;0.31;0;36
Sesame Street: Elmos Letter Adventure;PS;1998;Misc;NewKidCo;0.31;0;4
Birthday Party Bash;Wii;2009;Misc;Take-Two Interactive;0.31;3;10
NBA Inside Drive 2003;X;2002;Sports;Microsoft Game Studios;0.31;7.8;28
FIFA Street;PS2;2005;Sports;Electronic Arts;0.31;7.9;19
Monster La;Wii;2008;Role-Playing;Eidos Interactive;0.31;8.4;23
Catherine;X360;2011;Adventure;Deep Silver;0.31;7.9;25
Jampack: Summer 2003 (RP-M);PS2;2003;Misc;Sony Computer Entertainment;0.31;0;14
